mission_id,object_name,host_name,source_primary_id,ra,dec,koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_model_snr,koi_num_transits,koi_impact,koi_dor,koi_teq,koi_srho,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
KEPLER,Kepler-1585 b,,8507475,296.159,44.56311,CONFIRMED,3.58273837,1.523,361.0,0.017176,11.6,314.0,0.143,18.11,1064.0,8.75587,15.965,16.66,15.916,15.668,15.535,14.566,14.156,14.125
KEPLER,Kepler-1586 b,,8773015,298.20261,44.925831,CONFIRMED,15.604841,4.543,73.4,0.008408,15.3,86.0,0.715,18.69,1013.0,0.50689,13.096,13.528,13.065,12.911,12.848,11.964,11.713,11.643
KEPLER,K04365.03,,4754831,294.05481,39.845249,FALSE POSITIVE,75.681309,11.62,108.0,0.009952,9.1,,0.6194,39.7,560.0,0.20652,12.211,12.562,12.155,12.06,12.021,11.248,11.037,10.987
KEPLER,K04366.01,,10647452,282.91397,47.970299,CANDIDATE,0.762950224,1.133,187.0,0.012509,15.8,1479.0,0.197,5.15,1651.0,4.42737,15.556,16.184,15.51,15.287,15.161,14.226,13.824,13.732
KEPLER,K07657.01,,3531231,287.24524,38.68808,FALSE POSITIVE,62.060783,28.203,473.0,0.024658,19.9,20.0,0.928,7.37,400.0,0.00197,15.745,16.354,15.698,15.484,15.363,14.34,13.988,13.9
KEPLER,K04367.01,,4773392,298.03305,39.883179,CANDIDATE,170.995748,3.88,477.0,0.022611,15.5,9.0,0.839,197.1,463.0,4.9544,13.985,14.342,13.94,13.832,13.802,12.98,12.731,12.687
KEPLER,K04368.01,,5471489,297.66504,40.681992,FALSE POSITIVE,12.4252735,20.756,84.7,0.008491,36.6,112.0,0.171,4.585,1299.0,0.01181,13.046,13.506,13.034,12.849,12.759,11.928,11.611,11.544
KEPLER,K04368.02,,5471489,297.66504,40.681992,FALSE POSITIVE,39.2820405,3.344,158.0,0.251528,6.9,21.0,1.241,14.59,823.0,0.03806,13.046,13.506,13.034,12.849,12.759,11.928,11.611,11.544
KEPLER,K04369.01,,9011874,287.82489,45.34808,FALSE POSITIVE,361.5456125,25.28,,,,,,,,,15.894,16.657,15.804,15.568,15.44,14.432,13.931,13.788
KEPLER,K04431.01,,9936080,283.72427,46.879112,CANDIDATE,19.5650801,4.242,61.7,0.007198,13.8,67.0,0.025,35.48,791.0,2.20779,12.674,13.044,12.607,12.517,,11.5,11.272,11.228
KEPLER,K04431.02,,9936080,283.72427,46.879112,FALSE POSITIVE,355.79978,5.972,172.0,0.012292,10.5,,0.4433,414.0,324.0,10.61952,12.674,13.044,12.607,12.517,,11.5,11.272,11.228
KEPLER,K04432.01,,8611344,285.75586,44.724998,FALSE POSITIVE,410.99389,12.01,550.0,0.021318,8.7,,0.3421,252.0,220.0,1.78335,15.46,16.086,15.374,15.192,15.08,14.141,13.711,13.605
KEPLER,K04433.01,,9518651,288.19992,46.149422,FALSE POSITIVE,2.17823752,2.259,44.0,0.006094,10.1,616.0,0.037,7.43,1473.0,1.6355,14.102,14.531,14.066,13.919,13.867,12.985,12.673,12.613
KEPLER,K04434.01,,2305311,291.97629,37.668652,FALSE POSITIVE,1.404674486,5.056,156.0,0.01288,20.7,741.0,0.8171,1.551,1126.0,0.03579,14.962,15.803,14.928,14.602,14.412,13.341,12.832,12.71
KEPLER,K04231.01,,6383595,297.16177,41.775822,FALSE POSITIVE,24.9097436,3.856,150.0,0.011694,9.7,,0.5729,41.2,912.0,2.12662,13.073,13.405,13.029,12.931,12.881,12.037,11.86,11.814
KEPLER,Kepler-386 b,,11080405,289.85889,48.693851,CONFIRMED,12.3101351,3.797,264.0,0.016487,12.9,104.0,0.783,16.09,651.0,0.51981,15.629,16.336,15.588,15.327,15.198,14.183,13.754,13.605
KEPLER,Kepler-1573 b,,11509504,292.98834,49.48497,CONFIRMED,2.61576515,2.777,120.0,0.010133,15.1,515.0,0.25,7.07,1379.0,0.97758,15.18,15.638,15.149,14.984,14.916,14.021,13.68,13.677
KEPLER,K04233.01,,6599949,289.90698,42.0462,FALSE POSITIVE,409.2452,13.06,531.0,0.021076,12.8,,0.0176,244.3,244.0,1.64666,15.42,15.931,15.379,15.201,15.095,14.199,13.775,13.773
KEPLER,Kepler-1574 b,,11611275,292.15866,49.63776,CONFIRMED,6.94245216,3.491,161.0,0.011886,14.7,192.0,0.485,13.52,1003.0,0.96902,15.158,15.607,15.073,14.966,14.901,13.972,13.672,13.679
KEPLER,K04302.01,,6290935,293.68127,41.611969,CANDIDATE,5.53312006,3.486,53.1,0.006746,13.4,240.0,0.299,11.68,1303.0,0.98348,13.591,13.917,13.554,13.451,13.409,12.588,12.365,12.336
KEPLER,K04303.01,,12734396,288.90952,51.930561,CANDIDATE,200.721168,9.91,823.0,0.025993,13.1,6.0,0.234,154.6,327.0,1.7341,15.511,16.006,15.457,15.299,15.204,14.357,13.938,13.873
KEPLER,Kepler-1587 b,,11612280,292.67773,49.66391,CONFIRMED,9.4061364,4.882,79.5,0.008249,13.2,141.0,0.397,13.66,981.0,0.54468,14.09,14.492,14.028,13.918,13.877,12.957,12.705,12.632
KEPLER,K04305.01,,5536715,292.77893,40.795631,FALSE POSITIVE,0.935086665,1.12,71.2,0.008,13.1,,0.4742,5.71,2431.0,4.03742,13.993,14.295,13.951,13.864,13.851,13.042,12.874,12.809
KEPLER,K04306.01,,8149484,284.69278,44.010208,FALSE POSITIVE,1.489457454,3.028,56.3,0.006921,29.7,454.0,0.171,3.78,2415.0,0.45944,13.09,13.434,13.034,12.942,12.932,12.067,11.821,11.775
KEPLER,K04370.01,,12407623,291.34879,51.256119,FALSE POSITIVE,1.181165291,1.013,370.0,0.018593,14.1,1130.0,0.632,7.16,1398.0,4.97393,15.971,16.68,15.932,15.667,15.555,14.546,14.085,13.953
KEPLER,Kepler-1596 b,,11444514,285.5575,49.33007,CONFIRMED,66.373298,8.559,415.0,0.018689,13.7,17.0,0.021,60.3,471.0,0.94331,15.37,15.801,15.32,15.186,15.124,14.25,13.861,13.826
KEPLER,Kepler-403 d,,9886361,289.92145,46.74456,CONFIRMED,13.61165024,7.617,95.5,0.008943,31.6,95.0,0.112,13.701,958.0,0.2626,12.805,13.129,12.743,12.666,12.635,11.83,11.575,11.537
KEPLER,Kepler-1953 b,,9702006,287.96814,46.470612,CONFIRMED,6.24564633,2.459,212.0,0.013744,11.9,211.0,0.594,15.96,731.0,1.97131,15.485,16.287,15.336,15.141,14.843,13.863,13.281,13.163
KEPLER,K04373.01,,6778008,292.01379,42.28875,FALSE POSITIVE,0.945829261,1.715,98.2,0.009199,15.1,1416.0,0.326,4.075,1790.0,1.43074,15.263,15.72,15.214,15.067,15.003,14.106,13.787,13.708
KEPLER,K04435.01,,8278685,281.95569,44.261532,CANDIDATE,10.8614163,6.02,64.8,0.009066,12.9,124.0,0.939,5.2,899.0,0.02253,13.517,13.832,13.456,13.382,13.358,12.572,12.29,12.221
KEPLER,K04436.01,,8308260,294.86813,44.283199,FALSE POSITIVE,0.973160836,0.864,138.0,0.01087,9.8,1376.0,0.034,8.71,1932.0,13.20557,15.238,15.721,15.179,15.031,14.979,14.091,13.764,13.65
KEPLER,K04437.01,,8492101,290.63043,44.565601,FALSE POSITIVE,4.05943749,3.245,105.0,0.011692,18.1,171.0,0.914,4.26,1295.0,0.08853,13.514,14.285,13.439,13.184,13.039,11.976,11.505,11.403
KEPLER,K03004.02,,6103377,283.94244,41.4716,CANDIDATE,7.03965141,3.141,269.0,0.016479,9.8,46.0,0.778,11.23,1171.0,0.54121,14.935,15.392,14.869,14.739,14.657,13.848,13.525,13.489
KEPLER,K07662.01,,3660581,295.1442,38.799831,CANDIDATE,4.72519164,3.751,98.8,0.009524,10.0,228.0,0.6,7.85,2250.0,0.40984,12.358,12.578,12.285,12.223,12.212,11.465,11.233,11.211
KEPLER,K04438.01,,6343576,283.47574,41.775318,FALSE POSITIVE,6.39903778,3.15,187.0,0.012334,24.1,162.0,0.241,15.27,1780.0,1.64643,13.507,14.234,13.44,13.196,12.962,11.907,11.428,11.331
KEPLER,K04235.01,,10794974,290.9227,48.180328,CANDIDATE,66.6434565,2.385,277.0,0.023533,14.8,21.0,0.985,59.5,476.0,0.89774,13.224,13.498,13.168,13.107,13.09,12.29,12.105,12.055
KEPLER,K04236.01,,2449101,292.69855,37.778481,FALSE POSITIVE,0.739761008,7.589,292.0,0.253101,34.7,1811.0,1.2359,1.254,839.0,0.06817,15.049,16.771,15.397,14.311,13.738,12.448,11.924,11.687
KEPLER,K04237.01,,7259249,282.92773,42.80608,FALSE POSITIVE,0.950735805,1.1434,175.0,0.01263,17.1,1406.0,0.57,5.37,1908.0,3.23721,15.156,15.623,15.068,14.956,14.937,13.968,13.669,13.551
KEPLER,K04238.01,,8678691,287.22513,44.899841,FALSE POSITIVE,369.819993,20.232,1600.0,0.046393,42.1,,0.9179,70.2,201.0,0.04777,15.089,16.008,15.015,14.696,14.529,13.432,12.96,12.767
KEPLER,K04239.01,,9640924,287.96655,46.33849,FALSE POSITIVE,2.17815935,1.839,116.0,0.010175,14.1,1227.0,0.503,7.96,1561.0,2.01091,14.975,15.397,14.938,14.794,14.811,13.97,13.673,13.615
KEPLER,K04307.01,,3558849,294.94983,38.60519,CANDIDATE,160.850075,9.427,428.0,0.020695,16.1,7.0,0.769,87.4,413.0,0.48871,14.218,14.644,14.181,14.035,13.965,13.093,12.819,12.767
KEPLER,K04308.01,,11151677,297.72214,48.710258,FALSE POSITIVE,0.720460644,1.7846,2110.0,0.323073,117.2,1481.0,1.272,1.713,2240.0,0.18326,14.828,15.245,14.78,14.65,14.598,13.718,13.485,13.393
KEPLER,K04309.01,,11037128,295.19568,48.567421,FALSE POSITIVE,3.7948721,1.713,305.0,0.185948,11.3,300.0,1.168,3.68,1083.0,0.06573,15.302,15.807,15.268,15.085,14.993,14.054,13.672,13.656
KEPLER,Kepler-196 d,,6587002,284.96851,42.079201,CONFIRMED,122.0804953,4.054,800.0,0.034713,23.3,7.0,0.957,90.7,297.0,0.94786,14.157,14.824,14.082,13.871,13.77,12.752,12.3,12.235
KEPLER,K02563.02,,5175024,288.09564,40.365971,CANDIDATE,6.2614227,4.779,51.4,0.006608,10.6,217.0,0.069,10.07,1146.0,0.49242,13.973,14.329,13.924,13.82,13.776,12.901,12.662,12.62
KEPLER,K04374.01,,10991114,298.18341,48.44381,CANDIDATE,3.70386741,1.41,126.0,0.010182,13.1,287.0,0.033,20.26,1012.0,11.47205,14.108,14.647,14.049,13.877,13.792,12.856,12.501,12.461
KEPLER,K04375.01,,11969092,294.63989,50.33419,FALSE POSITIVE,0.638437699,0.3028,287.0,0.027548,25.8,0.0,0.904,7.91,1709.0,22.97233,15.23,16.007,15.137,14.897,14.762,13.71,13.279,13.152
KEPLER,K04376.01,,2570773,290.33072,37.882092,FALSE POSITIVE,1.8912851,6.182,1220.0,0.258518,25.7,329.0,1.216,1.446,1061.0,0.01599,16.851,17.885,16.78,16.408,16.248,15.118,14.517,14.326
KEPLER,K04377.01,,4945764,297.16089,40.042858,CANDIDATE,19.8751355,8.041,109.0,0.011384,15.2,68.0,0.919,8.04,1061.0,0.02491,13.543,14.009,13.515,13.344,13.265,12.385,12.193,12.1
KEPLER,K04378.01,,6356885,289.44867,41.731411,FALSE POSITIVE,343.42046,11.11,483.0,0.020371,10.0,,0.3519,226.1,270.0,1.85495,15.223,15.688,15.185,15.023,14.965,14.038,13.735,13.685
KEPLER,K07658.01,,3542542,290.84921,38.63184,FALSE POSITIVE,3.47148164,4.679,123.0,0.010883,9.5,382.0,0.719,4.11,970.0,0.10894,15.795,16.454,15.739,15.513,15.358,14.316,13.919,13.781
KEPLER,Kepler-1956 b,,11718389,294.62097,49.89415,CONFIRMED,5.94373492,1.847,301.0,0.015359,13.2,226.0,0.197,24.5,674.0,7.87556,15.583,16.748,15.563,15.083,14.831,13.637,12.989,12.848
KEPLER,K04445.01,,11124703,284.53635,48.749611,FALSE POSITIVE,244.60373,10.87,770.0,0.024937,17.7,,0.2652,170.1,235.0,1.55718,15.319,16.003,15.239,15.026,14.896,13.875,13.443,13.325
KEPLER,Kepler-1605 b,,10329196,287.13489,47.488621,CONFIRMED,85.7567919,5.695,159.0,0.012371,16.9,16.0,0.713,82.6,528.0,1.45222,12.429,13.042,12.381,12.166,12.049,11.064,10.655,10.587
KEPLER,Kepler-1957 b,,10604592,293.71136,47.887539,CONFIRMED,2.18660188,1.585,122.0,0.011617,14.2,611.0,0.828,6.19,1099.0,0.93901,14.793,15.627,14.742,14.436,14.311,13.233,12.69,12.613
KEPLER,K03043.02,,9834731,293.43079,46.692089,CANDIDATE,7.2929891,4.053,72.5,0.0078,7.1,,0.022,13.86,904.0,0.94788,14.829,15.273,14.777,14.638,14.577,13.684,13.31,13.278
KEPLER,K04240.01,,9593773,294.11237,46.252708,FALSE POSITIVE,3.1339356,4.477,204.0,0.014258,21.4,421.0,0.768,3.65,1315.0,0.09349,15.725,16.2,15.663,15.522,15.419,14.506,14.191,14.038
KEPLER,Kepler-1575 b,,9285568,293.74326,45.761589,CONFIRMED,2.55315031,1.849,185.0,0.012589,15.4,448.0,0.32,10.15,1312.0,3.03742,15.424,15.899,15.366,15.22,15.129,14.268,13.871,13.828
KEPLER,Kepler-1245 c,,7604328,290.74432,43.26078,CONFIRMED,2.936587946,1.8952,280.0,0.017796,20.1,455.0,0.863,6.46,1190.0,0.59013,15.404,16.042,15.35,15.13,14.991,14.001,13.57,13.519
KEPLER,K04242.01,,9514372,285.66006,46.143471,CANDIDATE,145.786556,4.891,378.0,0.017576,13.9,10.0,0.133,229.7,331.0,10.79183,14.41,14.863,14.327,14.215,14.138,13.296,12.916,12.897
KEPLER,K04243.01,,9777757,294.71292,46.576221,FALSE POSITIVE,1.33254212,3.848,37.4,0.005929,10.6,1010.0,0.662,2.156,2694.0,0.10678,13.0,13.561,12.948,12.759,,12.182,12.016,11.923
KEPLER,Kepler-1950 b,,7103919,287.08749,42.668671,CONFIRMED,10.7769944,2.616,186.0,0.012328,11.3,122.0,0.069,31.79,752.0,5.23259,14.587,15.189,14.548,14.329,14.22,13.2,12.839,12.679
KEPLER,K07668.01,,3762750,295.37204,38.897739,CANDIDATE,2.5093344,1.833,184.0,0.01249,8.4,409.0,0.019,10.6,1483.0,3.58095,15.588,16.048,15.536,15.391,15.306,14.518,14.171,14.187
KEPLER,K04311.01,,8645191,298.29953,44.78899,FALSE POSITIVE,0.918921494,0.9425,321.0,0.016414,23.7,1458.0,0.011,7.59,1697.0,9.80741,15.606,16.194,15.557,15.354,15.248,14.239,13.897,13.745
KEPLER,Kepler-1588 b,,10722485,288.2327,48.002178,CONFIRMED,7.84931877,3.747,68.2,0.007513,12.6,174.0,0.107,16.04,925.0,1.26826,13.858,14.259,13.808,13.687,13.651,12.766,12.456,12.383
KEPLER,K04313.01,,9717958,294.91577,46.485321,FALSE POSITIVE,67.7125988,1.538,542.0,0.893389,13.4,22.0,1.8756,87.0,460.0,2.71639,14.213,14.575,14.192,14.058,14.011,13.172,12.901,12.858
KEPLER,K04314.01,,8128067,300.56305,43.980068,FALSE POSITIVE,12.4285576,13.98,620.0,0.026996,13.2,107.0,0.892,3.59,669.0,0.00565,15.663,16.288,15.619,15.395,15.241,14.323,13.837,13.783
KEPLER,K04379.01,,7703910,298.01016,43.37159,FALSE POSITIVE,1.275511306,1.889,69.3,0.007605,10.3,527.0,0.011,5.23,1739.0,1.6633,15.083,15.624,15.036,14.851,14.742,13.811,13.525,13.413
KEPLER,K04380.01,,7777818,298.94901,43.441715,FALSE POSITIVE,5.78159956,2.222,72.8,0.008268,16.4,230.0,0.66,15.17,1475.0,1.9774,13.384,13.68,13.323,13.257,,12.068,11.814,11.752
KEPLER,K04381.01,,9851360,298.85892,46.697208,FALSE POSITIVE,8.4805019,8.345,165.0,0.015658,11.0,128.0,0.972,2.49,781.0,0.00407,15.313,15.897,15.293,15.063,14.95,14.006,13.506,13.422
KEPLER,K02732.04,,9886361,289.92145,46.74456,CANDIDATE,24.5607107,8.679,55.2,0.006883,14.9,26.0,0.374,20.22,787.0,0.25918,12.805,13.129,12.743,12.666,12.635,11.83,11.575,11.537
KEPLER,Kepler-1597 b,,6937529,288.16397,42.481079,CONFIRMED,2.94648935,3.155,57.0,0.006963,12.7,455.0,0.01,7.208,1497.0,0.816,14.144,14.451,14.089,14.013,14.004,13.241,12.965,12.927
KEPLER,K04173.01,,9490653,300.23093,46.0452,FALSE POSITIVE,1.227986164,1.551,151.0,0.011491,14.8,1093.0,0.477,5.44,1673.0,2.01974,14.966,15.527,14.923,14.725,14.618,13.661,13.309,13.187
KEPLER,K04174.01,,3328027,287.18967,38.42382,FALSE POSITIVE,2.11548883,4.008,170.0,0.012211,17.6,618.0,0.505,3.61,1426.0,0.19883,15.627,16.14,15.563,15.407,15.3,14.428,14.09,14.049
KEPLER,K07659.01,,3644631,291.19559,38.788078,FALSE POSITIVE,358.96247,23.49,671.0,0.023964,12.1,3.0,0.424,108.8,242.0,0.1891,15.389,15.95,15.309,15.148,15.011,14.094,13.82,13.654
KEPLER,K04175.01,,9640931,287.96875,46.301659,FALSE POSITIVE,2.17815196,2.445,245.0,0.014314,17.9,617.0,0.32,6.58,1139.0,1.13766,15.916,16.537,15.88,15.65,15.565,14.577,14.119,13.989
KEPLER,K04176.01,,5125196,298.05338,40.210739,FALSE POSITIVE,342.315407,12.476,720.0,0.024761,13.3,,0.1974,210.8,304.0,1.51179,15.091,15.522,15.058,14.905,14.89,13.997,13.666,13.656
KEPLER,K04177.01,,9640962,287.98569,46.3484,FALSE POSITIVE,1.089077224,2.705,153.0,0.011046,18.7,1229.0,0.206,3.106,1458.0,0.47772,15.472,16.237,15.396,15.144,15.004,14.066,13.57,13.441
KEPLER,K04244.01,,5097454,291.24866,40.221352,FALSE POSITIVE,1.288066288,6.4616,10100.0,0.499342,230.7,890.0,1.378,1.684,1310.0,0.05449,15.313,16.004,15.309,15.017,14.863,13.846,13.341,13.274
KEPLER,K04245.01,,12737015,290.48007,51.965012,CANDIDATE,24.6683831,8.556,109.0,0.010372,15.3,53.0,0.751,14.92,788.0,0.10326,13.572,13.962,13.515,13.405,13.369,12.449,12.197,12.159
KEPLER,K07663.01,,3663141,295.66324,38.718243,FALSE POSITIVE,2.31894284,5.321,66.5,0.00801,13.6,317.0,0.72,2.49,1375.0,0.05437,13.232,13.507,13.174,13.117,,12.6,12.435,12.325
KEPLER,Kepler-1576 b,,5177859,289.07397,40.366009,CONFIRMED,6.98472143,2.724,90.7,0.008855,11.7,196.0,0.451,17.69,1059.0,2.14824,13.382,13.887,13.322,13.165,13.114,12.197,11.889,11.8
KEPLER,K04247.01,,8482059,285.85315,44.57222,CANDIDATE,349.41047,15.02,653.0,0.023379,17.7,,0.2791,174.9,253.0,0.82935,15.346,15.831,15.276,15.138,15.079,14.196,13.859,13.719
KEPLER,K04248.01,,4568117,293.48825,39.696331,FALSE POSITIVE,0.562563871,1.591,34.6,0.005506,16.4,1904.0,0.36,2.619,2626.0,1.07372,13.54,13.846,13.488,13.408,13.392,12.535,12.292,12.249
KEPLER,K04315.01,,10342248,292.91196,47.47504,FALSE POSITIVE,0.93373458,4.364,128.0,0.010647,27.8,699.0,0.574,1.558,1573.0,0.08201,14.76,15.395,14.678,14.487,14.345,13.377,12.968,12.924
KEPLER,K04316.01,,9777290,294.54642,46.50787,FALSE POSITIVE,1.33251948,3.733,234.0,0.01418,17.7,652.0,0.402,2.63,1751.0,0.19325,16.334,16.922,16.309,16.083,16.02,15.064,14.569,14.679
KEPLER,K04317.01,,8548427,286.7937,44.638561,FALSE POSITIVE,168.84663,9.75,215.0,0.013345,9.3,,0.1251,133.0,329.0,1.56085,13.859,14.334,13.788,13.655,13.609,12.715,12.445,12.345
KEPLER,K04318.01,,9286088,293.93832,45.719021,CANDIDATE,14.8162925,4.973,108.0,0.010848,12.5,89.0,0.857,12.25,912.0,0.15843,12.583,12.834,12.534,12.476,12.483,11.704,11.506,11.46
KEPLER,K04319.01,,6289344,293.20773,41.698582,FALSE POSITIVE,160.4122022,4.92,2540.0,0.056029,24.4,5.0,0.903,136.2,270.0,1.85861,15.407,16.038,15.35,15.137,15.037,14.069,13.598,13.471
KEPLER,K04382.02,,6937529,288.16397,42.481079,CANDIDATE,3.98167088,3.609,44.7,0.006188,10.3,,0.2076,8.32,1356.0,0.68735,14.144,14.451,14.089,14.013,14.004,13.241,12.965,12.927
KEPLER,Kepler-1598 b,,9883606,288.46909,46.78368,CONFIRMED,4.34195312,2.598,73.3,0.007868,10.6,304.0,0.118,12.79,1236.0,2.10125,13.874,14.268,13.793,13.705,13.598,12.734,12.444,12.42
KEPLER,Kepler-1599 b,,5860968,286.22089,41.151249,CONFIRMED,122.358116,10.768,353.0,0.017273,12.2,8.0,0.255,85.5,407.0,0.78973,14.945,15.431,14.889,14.737,14.636,13.735,13.386,13.361
KEPLER,Kepler-1600 c,,3645438,291.39938,38.78775,CONFIRMED,7.298142,3.024,371.0,0.017565,13.6,155.0,0.411,17.18,786.0,1.80082,15.825,16.549,15.756,15.514,15.397,14.351,13.903,13.896
KEPLER,Kepler-1702 b,,8480582,284.9725,44.567551,CONFIRMED,18.5010898,3.179,421.0,0.020176,14.7,74.0,0.719,32.2,555.0,1.8466,15.789,16.453,15.736,15.505,15.378,14.411,13.957,13.959
KEPLER,K04178.01,,5197233,294.63516,40.322128,CANDIDATE,7.016016,3.8,169.0,0.013829,6.3,153.0,0.89,6.94,1138.0,0.12861,14.404,14.709,14.352,14.273,14.241,13.455,13.152,13.103
KEPLER,K04179.01,,10936786,298.46341,48.32185,FALSE POSITIVE,0.569961046,1.446,44.2,0.006148,18.9,1872.0,0.343,2.922,2743.0,1.45289,13.333,13.853,13.277,13.11,13.03,12.106,11.749,11.667
KEPLER,K00566.03,,7119481,292.31601,42.626251,CANDIDATE,42.068554,5.723,186.0,0.01251,9.8,23.0,0.022,56.9,541.0,1.96417,14.718,15.15,14.656,14.533,14.458,13.553,13.201,13.19
KEPLER,K04180.01,,6938264,288.44305,42.45676,FALSE POSITIVE,1.121634781,1.155,71.5,0.007688,14.8,1191.0,0.409,6.87,1225.0,4.87072,13.958,15.009,13.973,13.508,13.143,12.036,11.452,11.234
KEPLER,K04181.01,,9899315,295.19983,46.731731,FALSE POSITIVE,1.33256979,3.293,104.0,0.009388,18.4,1010.0,0.207,3.1155,1692.0,0.32214,15.377,15.847,15.333,15.175,15.108,14.174,13.813,13.729
KEPLER,K04182.01,,9541089,297.27448,46.117908,FALSE POSITIVE,0.536650896,4.702,273.0,0.191796,117.8,1996.0,1.175,1.195,2163.0,0.11213,13.956,14.444,13.909,13.747,13.681,12.751,12.389,12.328
KEPLER,K04249.01,,3650049,292.58087,38.70911,FALSE POSITIVE,397.73699,11.76,1130.0,0.03635,15.3,3.0,0.883,140.1,211.0,0.32855,15.086,15.736,15.037,14.808,14.667,13.663,13.157,13.132
KEPLER,K04250.01,,9641076,288.0498,46.35833,FALSE POSITIVE,2.17818699,2.686,116.0,0.010141,15.4,617.0,0.553,5.29,1347.0,0.59047,15.123,15.702,15.075,14.874,14.707,13.91,13.45,13.394
KEPLER,K04251.01,,8741470,286.35339,44.961182,CANDIDATE,6.23968392,0.668,156.0,0.012425,9.0,215.0,0.679,53.6,1060.0,74.86053,13.795,14.309,13.734,13.575,13.504,12.552,12.241,12.123
KEPLER,Kepler-1254 c,,11125613,285.17334,48.770039,CONFIRMED,3.60082855,1.938,296.0,0.015617,17.9,296.0,0.395,13.3,927.0,3.43025,15.311,16.015,15.236,15.01,14.853,13.866,13.288,13.292
KEPLER,Kepler-1948 b,,10525049,287.36404,47.78521,CONFIRMED,15.5714121,2.294,174.0,0.011886,13.0,82.0,0.312,49.9,399.0,9.70376,13.977,15.392,14.032,13.371,12.916,11.706,11.016,10.871
KEPLER,Kepler-1859 c,,9896018,293.98871,46.718021,CONFIRMED,3.59645081,2.661,150.0,0.012319,16.2,335.0,0.781,6.71,1327.0,0.44132,15.147,15.605,15.11,14.951,14.887,13.994,13.71,13.714
KEPLER,Kepler-1951 b,,5095082,290.49988,40.287689,CONFIRMED,20.6579443,8.798,98.2,0.008937,14.1,66.0,0.188,17.79,728.0,0.24955,14.216,14.789,14.154,13.971,13.841,12.889,12.471,12.389
KEPLER,K04321.01,,12418891,296.47104,51.215221,FALSE POSITIVE,0.760941405,1.773,187.0,0.012468,15.2,1757.0,0.26,3.27,1817.0,1.14102,15.855,16.431,15.8,15.607,15.535,14.598,14.229,14.125
KEPLER,K07669.01,,3839294,288.05292,38.93792,FALSE POSITIVE,137.665706,3.732,537.0,0.020465,11.7,9.0,0.041,287.4,720.0,23.68565,13.199,14.091,13.156,12.816,12.615,11.506,10.911,10.822
KEPLER,K04322.01,,7698701,296.82007,43.38802,FALSE POSITIVE,370.90237,10.558,546.0,0.021312,14.7,,0.0566,273.7,238.0,2.81856,14.83,15.329,14.778,14.616,14.523,13.649,13.313,13.208
KEPLER,K04322.02,,7698701,296.82007,43.38802,FALSE POSITIVE,321.55087,5.863,397.0,0.018217,8.2,,0.1608,421.0,250.0,13.67671,14.83,15.329,14.778,14.616,14.523,13.649,13.313,13.208
KEPLER,K04387.01,,2830919,285.47534,38.099361,FALSE POSITIVE,1.54038914,1.683,71.8,0.007768,9.1,865.0,0.043,7.07,1638.0,2.81301,14.753,15.23,14.704,14.548,14.456,13.591,13.239,13.167
KEPLER,K04388.01,,9588822,292.13428,46.202419,FALSE POSITIVE,71.76236302,29.435,8590.0,0.083736,1134.3,20.0,0.052,20.1716,665.0,0.03015,12.045,12.63,11.993,11.793,11.714,10.749,10.363,10.31
KEPLER,K04389.01,,2997459,293.13098,38.159679,CANDIDATE,16.3368863,3.597,226.0,0.013517,12.1,81.0,0.066,35.09,642.0,3.06312,15.05,15.701,14.947,14.771,14.942,13.798,13.545,13.415
KEPLER,K04390.01,,8330207,300.92484,44.24968,CANDIDATE,1.63668262,1.907,922.0,0.254701,12.9,164.0,1.22,2.29,2562.0,0.08429,16.494,17.45,16.493,16.084,15.804,14.685,14.122,13.94
KEPLER,K02744.02,,5881813,293.52756,41.111439,CANDIDATE,11.615625,2.233,191.0,0.017915,8.8,112.0,0.977,11.46,905.0,0.21116,15.162,15.694,15.101,14.933,14.837,13.886,13.521,13.406
KEPLER,Kepler-430 c,,11560897,292.80865,49.579441,CONFIRMED,110.978266,11.312,150.0,0.011132,14.0,13.0,0.074,75.6,463.0,0.66317,13.848,14.234,13.799,13.682,13.625,12.743,12.486,12.391
KEPLER,K04183.01,,10858737,290.70651,48.226559,FALSE POSITIVE,0.952378454,3.892,43.8,0.009744,17.4,1396.0,0.996,1.049,2528.0,0.02408,13.541,13.738,13.475,13.421,13.432,12.632,12.422,12.435
KEPLER,Kepler-1945 b,,6752002,281.89813,42.28587,CONFIRMED,6.08003714,1.308,184.0,0.012218,17.7,219.0,0.254,34.8,808.0,21.56713,13.473,14.22,13.396,13.152,13.023,11.945,11.423,11.366
KEPLER,Kepler-1946 b,,7257966,282.33563,42.84544,CONFIRMED,3.035206175,0.6182,697.0,0.037643,19.1,438.0,0.965,14.33,1143.0,6.04095,15.556,16.167,15.503,15.294,15.202,14.248,13.824,13.761
KEPLER,K07660.01,,3644738,291.2276,38.771351,FALSE POSITIVE,358.96844,21.71,808.0,0.026105,13.3,3.0,0.151,128.2,263.0,0.30926,15.36,15.801,15.309,15.171,15.095,14.224,13.91,13.853
